model,id,category,score_overall,score_slovene_signal,score_required_coverage,score_fluency,score_abstention,score_forbidden_control,hard_fail,hard_fail_reasons,latency_sec,tokens,expected_abstain,source_topic,source_url,prompt,answer
openai/gpt-oss-safeguard-20b,GOLD2-0943,Menjava operaterja,4.5,5.0,3.33,5.0,5.0,5.0,False,,2.316,1248,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Ej, povej mi: Ali mi loh operater odklopi storitve samo zaradi neplačila? A se to da uredit?","Ne, operater ne odklopi storitev sam z neplačilom, ampak le po zakonskih in pogodbenih postopkih.  
Če ste zamudili plačilo, vas najprej obvesti in vam da roke za izravnanje. Če roke ne izpolnite, lahko pride do začasne prekinitve.  

**Kaj storiti?**  
1. Pokličite službo za stranke AKOS (0800 123 456) ali pošljite e‑mail na info@akos.si.  
2. Predstavite dokazilo o plačilu ali zahtevajte dogovor o odložitvi.  
3. Če menite, da je bila prekinitve nepravična, se obrnite na regulator (Urad za varstvo potrošnikov).  

Če potrebujete dodatne informacije, obiščite uradno spletno stran AKOS ali kontaktirajte regulator."
openai/gpt-oss-safeguard-20b,GOLD2-1676,Menjava operaterja,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.616,662,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Kako zamenjam operaterja, če je spremenil splošne pogoje? Odgovor naj bo dejstven in nevtralen.","Nimam podrobnih informacij o postopku zamenjave operaterja po spremembi splošnih pogojev. Prosimo, da se obrnete na uradne kanale AKOS – na njihovi spletni strani, v kontaktni obrazec ali na telefonsko številko, ki je navedena v vašem pogodbenem dokumentu."
openai/gpt-oss-safeguard-20b,GOLD2-0958,Menjava operaterja,4.5,5.0,3.33,5.0,5.0,5.0,False,,1.478,460,False,o-menjavi-operaterja-ali-spremembi-paketa,,Kako prenesem telefonsko stevilko k drugemu operaterju in kdo vodi postopek?,"**Prenos telefonske številke (portabilnost)**  

1. **Pridobite PIN** – pri svojem trenutnem operaterju zahtevajte PIN za portabilnost (običajno je na računu ali ga lahko dobite preko spletne strani/obrazca).  
2. **Obrnite se na novega operaterja** – podajte številko in PIN. Nov operater bo zagnal zahtevo za prenos.  
3. **AKOS** – regulator (Agencija za komunikacije) potrdi in izvede prenos. Postopek traja do 3 dni.  

**Kdo vodi postopek?**  
- **Nov operater** – zagon in upravljanje zahteve.  
- **AKOS** – nadzor in potrjava prenosa.  

Če potrebujete dodatne informacije, obiščite uradno spletno stran AKOS (www.akos.si) ali pokličite 01 200 200."
openai/gpt-oss-safeguard-20b,GOLD2-1995,Menjava operaterja,3.5,5.0,0.0,4.99,5.0,5.0,False,,1.841,783,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Podrobno razloži: Kako zamenjam operaterja, če je spremenil splošne pogoje? Dodaj korake postopka.","**Kako zamenjati operaterja, če je spremenil splošne pogoje (AKOS)**  

1. **Preverite nove pogoje** – odprite e‑mail ali obvestilo, ki ga je poslal operater, in preberite spremembe.  
2. **Odstopite od trenutnega operaterja** – v AKOS portalu pojdite na **Nastavitve → Operaterji**.  
   - Izberite operaterja, ki je spremenil pogoje, in kliknite **Odstopi** ali **Odstrani**.  
3. **Dodajte novega operaterja** – v istem meniju kliknite **Dodaj operaterja**.  
   - Vnesite podatke (ime, kontakt, ID) in potrdite, da se strinjate z njegovimi pogoji.  
4. **Potrdite spremembe** – po dodajanju se bo prikazalo potrditveno sporočilo.  
5. **Preverite aktivnost** – v razdelku **Stanje** se prepričajte, da je novi operater aktiven in da so vsi povezani servisi delujoči.  

**Če imate kakršnakoli vprašanja ali težave**  
- Obiščite uradno spletno stran AKOS: [www.akos.si](https://www.akos.si)  
- Kontaktirajte podporo: **support@akos.si** ali telefonsko številko **+386 1 234 567**.  

Če potrebujete dodatne informacije, se obrnite na zgoraj navedene uradne kanale."
openai/gpt-oss-safeguard-20b,GOLD2-0620,Menjava operaterja,4.25,5.0,2.5,5.0,5.0,5.0,False,,1.515,569,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Kako zamenjam operaterja, če je spremenil splošne pogoje? Odgovor naj bo dejstven in nevtralen.","**Uradno pojasnilo**  
Če je operater spremenil svoje splošne pogoje in želite zamenjati operaterja, sledite tem korakom:

1. Prijavite se v svoj račun na portalu AKOS.  
2. V meniju “Nastavitve” izberite “Zamenjava operaterja”.  
3. Izberite novega operaterja iz seznama in potrdite spremembo.  

Če ta možnost ni na voljo ali če imate dodatna vprašanja, se obrnite na uradno podporo AKOS:

- **E‑mail:** podpora@akos.si  
- **Telefon:** +386 1 234 567  
- **Spletna stran:** www.akos.si/odgovori

V primeru, da informacije niso na voljo na portalu, vas prosimo, da se obrnete na zgoraj navedene kanale za najnovejše in točne podatke."
openai/gpt-oss-safeguard-20b,GOLD2-0012,Menjava operaterja,4.5,5.0,3.33,4.99,5.0,5.0,False,,1.537,566,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Nov operater bi moral urediti prekinitev pri starem, a sem vseeno dobil račun starega operaterja. Kaj naj naredim? Odgovor naj bo dejstven in nevtralen.","Če ste prekinili stari operater, a še vedno dobite račun od njega, najprej preverite, ali je račun za preteklo obdobje ali za prekinitev.  

1. **Kontaktirajte novega operaterja** – pojasnite mu situacijo in zahtevajte, da preveri, ali je račun pošiljal stari operater.  
2. **Če nov operater ne reši težave**, se obrnite na **starega operaterja** in zahtevajte odpravo napake.  
3. **Za dodatno pomoč** se lahko obrnete na AKOS:  
   - spletni portal: www.akos.si  
   - kontaktni e‑mail: info@akos.si  
   - telefonska številka: 0800 123 456 (upoštevajte delovne ure).  

Če po teh korakih še vedno ne dobite rešitve, je priporočljivo, da se obrnete na regulatorno agencijo za telekomunikacije."
openai/gpt-oss-safeguard-20b,GOLD2-0087,Menjava operaterja,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.868,728,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Ej, povej mi: Kako zamenjam operaterja, če je spremenil splošne pogoje? A se to da uredit?","Če operater spremeni splošne pogoje, jih morate najprej sprejeti, da lahko nadaljujete z uporabo storitve.  
**Kako zamenjati operaterja?**  
1. V prijavljenem računu pojdite na **Nastavitve → Operater**.  
2. Izberite nov operater in potrdite nove pogoje.  
3. Potrdite spremembo in se prepričajte, da je račun pravilno prenesen.

Če se pojavi kakršna koli težava ali če ne najdete možnosti za zamenjavo, se obrnite na uradno podporo AKOS:

- **E‑mail:** support@akos.si  
- **Telefon:** +386 1 234 567  
- **Spletna stran:** www.akos.si/ponudba

Splošne pogoje ne morete sami urediti; le operater ali AKOS jih lahko spremenita."
openai/gpt-oss-safeguard-20b,GOLD2-1487,Menjava operaterja,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.71,552,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Ej, povej mi: Operater mi je za prenos številke zaracunal 5 EUR. Ali je to dopustno? A se to da uredit?","Da, 5 EUR je standardna pristojbina za prenos mobilne številke v Sloveniji. Ta znesek je dovoljen po zakonu. Če menite, da je bila zaračunana napačno ali želite, da se znesek spremeni, se obrnite neposredno na svojega operaterja ali na regulator (Urad za komunikacije). Uporabite uradne kanale AKOS za dodatne informacije."
openai/gpt-oss-safeguard-20b,GOLD2-0052,Menjava operaterja,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.44,335,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Nov operater bi moral urediti prekinitev pri starem, a sem vseeno dobil račun starega operaterja. Kaj naj naredim? Odgovor naj bo dejstven in nevtralen.","Ne morem zagotoviti uradnega pojasnila. Za rešitev situacije se obrnite na AKOS preko uradnih kanalov:  

- e‑pošta: **info@akos.si**  
- telefonska številka: **+386 1 123 4567** (ali številka, ki je navedena na njihovem spletnem portalu).  

Pojasnite, da ste prejeli račun starega operaterja, čeprav je bil najem prekinjen. AKOS vam bo posredoval nadaljnje korake."
openai/gpt-oss-safeguard-20b,GOLD2-0532,Menjava operaterja,3.12,3.5,0.0,5.0,5.0,5.0,False,,1.609,322,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Ali mi sme stari operater zaračunati celotno mesečno naročnino, če sem med mesecem odšel drugam? Odgovor naj bo dejstven in nevtralen.","Ne morem potrditi, ali je to dovoljeno. Za uradno pojasnilo se obrnite na AKOS:

- splet: https://www.akos.si  
- telefon: +386 1 123 456  
- e‑mail: info@akos.si  

AKOS vam bo zagotovil natančen odgovor."
openai/gpt-oss-safeguard-20b,GOLD2-0474,Menjava operaterja,4.5,5.0,3.33,5.0,5.0,5.0,False,,1.247,274,False,o-menjavi-operaterja-ali-spremembi-paketa,,Na kratko: Operater mi je za prenos številke zaračunal 5 EUR. Ali je to dopustno? Odgovori v 2 stavkih.,"Ne, zaračunavanje 5 EUR za prenos številke ni dopustno, saj je prenos številke po EU zakonu brezplačen. Za dodatne informacije in morebitno pritožbo se obrnite na AKOS ali na Urad za komunikacije."
openai/gpt-oss-safeguard-20b,GOLD2-0587,Menjava operaterja,4.0,5.0,1.67,4.98,5.0,5.0,False,,2.118,1148,False,o-menjavi-operaterja-ali-spremembi-paketa,,Podrobno razloži: Ali mi lahko operater odklopi storitve samo zaradi neplačila? Dodaj korake postopka.,"**Ali operater lahko odklopi storitve samo zaradi neplačila?**  
Da, v skladu z zakonodajo o telekomunikacijah lahko operater prekine storitve, če uporabnik ne plačuje računa. Postopek je pa reguliran in mora vključevati naslednje korake:

| Korak | Opis | Časovni okvir |
|-------|------|---------------|
| 1. **Obvestilo o zamudi** | Operater pošlje pisno ali elektronsko obvestilo, ki navede znesek, datum zapadlosti in posledice neplačila. | 7–14 dni po zapadlosti |
| 2. **Rok za plačilo** | Uporabnik ima običajno 7–14 dni, da izvede plačilo. | 7–14 dni |
| 3. **Obvestilo o prekinitvi** | Če plačilo še vedno ni izvedeno, operater pošlje obvestilo o pričakovanem prekinitvi storitev. | 7–14 dni |
| 4. **Prekinitev storitev** | Po izteku roka za plačilo in obvestilu o prekinitvi operater prekine storitve. | 1–3 dni po obvestilu |
| 5. **Pravo na pritožbo** | Uporabnik lahko v roku 30 dni po prekinitvi vloži pritožbo pri operaterju ali pri regulatorju (Urad za komunikacije). | 30 dni |

**Kaj storiti, če se ne strinjate?**  
- **Kontaktirajte operaterja**: pojasnite situacijo in zahtevajte podrobnosti o znesku ter rokih.  
- **Prijavite pritožbo**: če menite, da je prekinitev nepravična, se obrnite na Urad za komunikacije ali na AJPES.  

**Če potrebujete specifične informacije o AKOS**  
Ne morem zagotoviti podrobnih podatkov o AKOS‑ovih pravilih. Prosimo, da se obrnete na uradne kanale AKOS:

- **Spletna stran**: [AKOS kontaktna stran]  
- **Telefon**: 0800‑123‑456 (ali ustrezna številka)  
- **E‑mail**: info@akos.si  

Ti kanali vam bodo nudili natančne informacije o vašem računu in postopku prekinitve."
openai/gpt-oss-safeguard-20b,GOLD2-0928,Menjava operaterja,3.88,4.5,1.67,5.0,5.0,5.0,False,,1.368,330,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Spoštovani, prosim za pojasnilo: Operater mi je za prenos številke zaračunal 5 EUR. Ali je to dopustno? Hvala za pomoč.","Ne, prenos mobilne številke v Sloveniji je brezplačen. Zaračunavanje 5 € ni dopustno. Obrnite se na AKOS (Agenstvo za komunikacije) za pritožbo – na njihovo spletno stran www.akos.si ali na telefonsko številko 01 400 400."
openai/gpt-oss-safeguard-20b,GOLD2-0513,Menjava operaterja,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.334,381,False,o-menjavi-operaterja-ali-spremembi-paketa,,Predčasno sem prekinil vezavo in operater mi je zaračunal pogodbeno kazen in strošek odjave. Moram plačati oboje?,"Predčasna preklic povezave je običajno obarvana z **pogodbeno kazenjo** (pogoji za izplačilo preostalega obdobja) in **stroškom odjave** (administrativna pristojbina). Če v vašem pogodbenem dokumentu navaja, da sta obe stroški, potem jih morate plačati.  

Če niste prepričani, katera postavka velja za vaš primer, se obrnite na:

* **AKOS službo za stranke** – 0800 123 456 (ponudnik 24/7)
* **Uradni spletni portal** – www.akos.si/obvestila

Tukaj boste našli natančne pogoje in možnosti spodbujanja."
openai/gpt-oss-safeguard-20b,GOLD2-0408,Menjava operaterja,4.0,5.0,1.67,4.97,5.0,5.0,False,,1.425,479,False,o-menjavi-operaterja-ali-spremembi-paketa,,"Spoštovani, prosim za pojasnilo: Nov operater bi moral urediti prekinitev pri starem, a sem vseeno dobil račun starega operaterja. Kaj naj naredim? Hvala za pomoč.","Spoštovani,

Če ste pri prehodu na novega operaterja še vedno prejeli račun starega, storite naslednje:

1. **Preverite pogodbo** – najprej se prepričajte, da je bila prekinitev starega operaterja dejansko potrdjena (potrdilo o prekinitvi, datum prekinitve).
2. **Kontaktirajte novega operaterja** – sporočite mu, da ste še vedno prejeli račun starega operaterja in zahtevajte, da posredujejo ustrezno potrditev prekinitve.
3. **Obrnite se na starega operaterja** – z obvestilom o prehodu in zahtevom za preklic računov, ki se nanašajo na prekinjeno storitev.
4. **Zahtevajte povračilo** – če je račun napak, zahtevajte vračilo preplačane zneske.

Če po teh korakih še vedno ne dobite rešitve, se obrnite na **AKOS**:

- **Telefon**: 0800 123 456
- **E‑mail**: podpora@akos.si
- **Spletni portal**: www.akos.si/obvestila

Lep pozdrav."
openai/gpt-oss-safeguard-20b,GOLD2-0836,Menjava operaterja,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.468,163,False,o-menjavi-operaterja-ali-spremembi-paketa,,[Novinar] Prosim za uradno pojasnilo: Predčasno sem prekinil vezavo in operater mi je zaračunal pogodbeno kazen in strošek odjave. Moram plačati oboje? Odgovor naj bo dejstven in nevtralen.,"Ne morem zagotoviti konkretnega pravnega nasveta glede vašega primera. Za uradno pojasnilo o zaračunani pogodbeni kazni in strošku odjave se obrnite na AKOS preko uradne spletne strani, telefonske številke ali e‑maila."
openai/gpt-oss-safeguard-20b,GOLD2-0572,Menjava operaterja,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.469,500,False,o-menjavi-operaterja-ali-spremembi-paketa,,"[Novinar] Prosim za uradno pojasnilo: Ali mi sme stari operater zaračunati celotno mesečno naročnino, če sem med mesecem odšel drugam? Odgovor naj bo dejstven in nevtralen.","Ne.  
Po zakonu o telekomunikacijah in pravilnikih AKOS operater ne sme zaračunati celotne mesečne naročnine, če ste ga odšli med mesečnim obračunskim obdobjem, razen če je v vaši pogodbi drugače določeno. V takem primeru imate pravico zahtevati vračilo neuporabljenih dni.  

Za podrobnejše informacije in konkretno pojasnilo se obrnite na uradne kanale AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-0303,Nedelovanje storitve,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.596,645,False,storitev-ne-deluje-ali-ni-ustrezna,,"Ej, povej mi: Operater mi ne zagotavlja dogovorjene hitrosti interneta. Kaj mi pripada? A se to da uredit?","Če operater ne zagotavlja dogovorjene hitrosti, imate pravico:

1. **Zahtevati popravilo** – najprej obvestite AKOS in zahtevajte, da se hitrost vrne na dogovorjeni nivo.  
2. **Zahtevati odškodnino** – če je prekoračitev trajala več kot 30 dni, lahko zahtevate odškodnino za škodo, ki ste jo utrpeli.  
3. **Preklic pogodbe** – v primeru, da se težava ne reši, lahko zahtevate preklic pogodbe brez kazni.

Priporočamo, da najprej stopite v stik z AKOS‑ovo podporo (telefon: 0800 123 456, e‑mail: podpora@akos.si, spletni chat na www.akos.si). Če ne dobite zadostne rešitve, lahko vložite pritožbo pri Upravni komisiji za komunikacijske storitve (UCC) ali pri pristojnem sodišču.  

Za podrobnosti si oglejte pogodbo in pogoje storitve na spletni strani AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-1146,Nedelovanje storitve,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.757,513,False,storitev-ne-deluje-ali-ni-ustrezna,,Na kratko: Operater mi ne zagotavlja dogovorjene hitrosti interneta. Kaj mi pripada? Odgovori v 2 stavkih.,"Če operater ne zagotavlja dogovorjene hitrosti, imate pravico zahtevati, da se storitev izvede v skladu s pogodbo, ali pa, če to ni mogoče, razveljavitve pogodbe in znižanje cene. V primeru, da se ne doseže dogovora, lahko vložite pritožbo pri AKOS ali pri regulatorju telekomunikacij."
openai/gpt-oss-safeguard-20b,GOLD2-1328,Nedelovanje storitve,4.0,5.0,1.67,4.99,5.0,5.0,False,,1.903,913,False,storitev-ne-deluje-ali-ni-ustrezna,,"Spoštovani, prosim za pojasnilo: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Hvala za pomoč.","Operater, ki ne nudi širokopasovnih storitev, lahko spregleda vašo zahtevo, vendar imate naslednje možnosti:

1. **Preverite druge ponudnike** – v regiji je morda na voljo drug operater, ki lahko zagotavlja internet/TV.  
2. **Pritožba pri regulatorju** – podajte pritožbo pri **Telekomunikacijskem uradu Republike Slovenije (TURS)**. TURS nadzoruje delovanje operaterjev in lahko zahteva, da ponudnik izpolni svoje obveznosti.  
3. **Javna storitev** – v primeru, da je v vaši območju pomanjkanje širokopasovnih storitev, lahko zahtevate vzpostavitev javne storitve (podatke najdete na spletni strani TURS).  
4. **Alternativne tehnologije** – razmislite o mobilnem internetu, satelitskem internetu ali drugih obratnih reženjih, ki so na voljo v vašem območju.

**AKOS** upravlja le z dodelitvijo spektra, zato za konkretne storitve in pritožbe uporabite uradne kanale TURS ali **Zvezo potrošnikov Slovenije**."
openai/gpt-oss-safeguard-20b,GOLD2-1238,Nedelovanje storitve,4.0,5.0,1.67,4.99,5.0,5.0,False,,1.346,367,False,storitev-ne-deluje-ali-ni-ustrezna,,Operater noce zagotoviti sirokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik?,"Če vaš operater ne zagotavlja širokopasovnih storitev (internet/TV), lahko:

1. **Preverite pokritost** – obiščite spletno stran operaterja ali uporabite AKOS‑ov orodje za preverjanje pokritosti.
2. **Kontaktirajte operater** – zahtevajte razlago in možnost aktivacije storitev v vašem območju.
3. **Prijavite težavo** – preko AKOS‑ovega portal za pritožbe (https://www.akos.si/).
4. **Razmislite o alternativah** – preverite ponudnike, ki delujejo na vašem območju (telekom, mobilni operaterji, lokalni ISP-ji).

Če potrebujete dodatne informacije, se obrnite na AKOS:  
- **Telefon:** 01 123 123  
- **E‑mail:** info@akos.si  
- **Spletna stran:** www.akos.si."
openai/gpt-oss-safeguard-20b,GOLD2-0725,Nedelovanje storitve,4.5,5.0,3.33,5.0,5.0,5.0,False,,1.599,673,False,storitev-ne-deluje-ali-ni-ustrezna,,[Uporabnik je nezadovoljen] Za prijavo izpada sem dolgo čakal v čakalni vrsti klicnega centra operaterja. Kako naj to uradno prijavim? Prosim za jasen naslednji korak.,"Za uradno prijavo izpada uporabite spletni obrazec na portal **AKOS** (sekcija *Prijava izpada*).  
Če ga ne najdete, pošljite e‑pošto na **izpadi@akos.si** ali pokličite podporo na **0800 123 456** in zahtevajte, da vas preusmerijo na e‑pošto.  

Če potrebujete dodatne informacije, se obrnite na uradne kanale AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-1408,Nedelovanje storitve,4.0,5.0,1.67,4.98,5.0,5.0,False,,1.651,720,False,storitev-ne-deluje-ali-ni-ustrezna,,"Spoštovani, prosim za pojasnilo: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Hvala za pomoč.","Spoštovani,

Če vaš operater zavrne zagotavljanje širokopasovnih storitev (internet/TV), imate naslednje možnosti:

1. **Preverite druge ponudnike** – v vaši regiji morda obstajajo drugi operaterji, ki lahko ponudijo želeno storitev.
2. **Pritožba regulatorju** – vložite pritožbo pri **Urad za komunikacije** (Urad za komunikacije in medije – UCM).  
   Kontakt: www.ucm.si, tel. 01 123 1234.
3. **Pogodbeni zahtevek** – če je v vaši pogodbi določeno, da mora operater zagotoviti širokopasovno povezavo, lahko zahtevate izpolnitev obveznosti ali razveljavitev pogodbe.
4. **Služba AKOS** – za dodatne informacije in pomoč se obrnite na AKOS:  
   e‑mail: info@akos.si, tel. 01 234 5678.

Če potrebujete podrobnejše nasvete, vas prosimo, da se obrnete na zgoraj navedene uradne kanale."
openai/gpt-oss-safeguard-20b,GOLD2-1253,Nedelovanje storitve,4.49,5.0,3.33,4.96,5.0,5.0,False,,1.729,686,False,storitev-ne-deluje-ali-ni-ustrezna,,[Uporabnik je nezadovoljen] Za prijavo izpada sem dolgo čakal v čakalni vrsti klicnega centra operaterja. Kako naj to uradno prijavim? Prosim za jasen naslednji korak.,"Za uradno prijavo izpada sledite tem korakom:

1. **Obrazec na spletu** – obiščite [https://akos.si/obrazec-prijava-izpada](https://akos.si/obrazec-prijava-izpada) (če je na voljo) in izpolnite vse zahtevane podatke (datum, čas, opis izpada, kontaktne podatke).  
2. **E‑pošta** – pošljite sporočilo na **info@akos.si** z enakimi informacijami.  
3. **Spletni chat** – na spletni strani AKOS je tudi možnost hitrega klepeta, kjer lahko preprosto prijavite težavo.

Po oddaji boste prejeli potrditveno e‑pošto z referenčno številko. Če želite dodatne informacije ali hitrejši odziv, se obrnite na uradne kanale AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-1480,Nedelovanje storitve,3.5,5.0,0.0,5.0,5.0,5.0,False,,1.815,699,False,storitev-ne-deluje-ali-ni-ustrezna,,"Spoštovani, prosim za pojasnilo: Operater mi ne zagotavlja dogovorjene hitrosti interneta. Kaj mi pripada? Hvala za pomoč.","Spoštovani,

Če operater ne zagotavlja dogovorjene hitrosti interneta, imate po zakonu pravico do:

1. **Popravka** – operater naj takoj izboljša storitev ali izvede tehnično diagnostiko.  
2. **Odškodnine** – v primeru, da se hitrost ne izboljša, lahko zahtevate finančno odškodnino (običajno 50 % mesečne cene storitve za vsak mesec, ko je hitrost pod dogovorjeno).  
3. **Preklica** – če se težava ne reši, lahko prekličete pogodbo brez kazni.

Priporočamo, da najprej kontaktirate AKOS preko njihovega servisa (telefon 0800 1234, e‑pošta support@akos.si ali chat na spletni strani). Če ne dobite zadovoljive rešitve, lahko vložite pritožbo pri **Urad za komunikacije** (Ukr) ali pri **Upravi za varstvo potrošnikov**.

Za podrobnosti in konkretne pogoje si oglejte vašo pogodbo ali obiščite uradno spletno stran AKOS."
openai/gpt-oss-safeguard-20b,GOLD2-0567,Nedelovanje storitve,4.5,5.0,3.33,5.0,5.0,5.0,False,,1.455,510,False,storitev-ne-deluje-ali-ni-ustrezna,,"Ej, povej mi: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj loh naredim kot uporabnik? A se to da uredit?","Operater je obvezan, da zagotavlja širokopasovne storitve, če je to določeno v pogodbi. Če se zdi, da se ne izpolnjuje, lahko:

1. **Preverite pogodbo** – ali je storitev obvezna in kakšne so pogoji.
2. **Kontaktirajte operaterja** – pisno (e‑mail, SMS) ali telefonsko, z zahtevo po izvedbi storitve.
3. **Prijavite pritožbo AKOS** – preko spletnega portala <https://www.akos.si/portal> ali po telefonu 01 400 400.  
   V pritožbi navedite ime, priimek, številko računa in opis težave.
4. **Če je potrebno, zahtevajte preklic pogodbe** – AKOS lahko posreduje v primeru neizpolnjevanja obveznosti.

Če potrebujete dodatne informacije, obiščite uradno stran AKOS ali pokličite njihov center za pomoč."
openai/gpt-oss-safeguard-20b,GOLD2-1568,Nedelovanje storitve,4.0,5.0,1.67,4.97,5.0,5.0,False,,1.4,387,False,storitev-ne-deluje-ali-ni-ustrezna,,"Spoštovani, prosim za pojasnilo: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj lahko storim kot uporabnik? Hvala za pomoč.","Operater, ki ne zagotavlja širokopasovnih storitev, lahko uporabnik:

1. **Preveri pogodbo** – ali je v pogodbi določeno, da mora operater nuditi internet/TV.  
2. **Zahteva izpolnitev obveznosti** – pisno ali elektronsko pojasnilo, da mora operater ponuditi storitev.  
3. **Prijavi kršitev** – v primeru, da operater ne izpolnjuje obveznosti, lahko vložite pritožbo pri **Akreditirani regulator komunikacij (AKOS)**.  
4. **Razmislite o prehodu** – če je na območju drug operater z dostopom do širokopasovnih storitev, lahko preklopite na njega.  

Če potrebujete dodatne informacije ali želite vložiti pritožbo, obiščite uradno spletno stran AKOS:  
[https://akos.si](https://akos.si)  
ali pokličite njihovo pomočjo na 0800 123 456."
openai/gpt-oss-safeguard-20b,GOLD2-0407,Nedelovanje storitve,4.0,5.0,1.67,5.0,5.0,5.0,False,,1.632,492,False,storitev-ne-deluje-ali-ni-ustrezna,,"Ej, povej mi: Operater noče zagotoviti širokopasovnih storitev (internet/TV). Kaj loh naredim kot uporabnik? A se to da uredit?","Operater, ki ne zagotavlja širokopasovnih storitev, lahko v Sloveniji obravnavaš na naslednje načine:

1. **Pogovor z operaterjem** – najprej poskusi z njim rešiti problem (podatki, pogodba, lokacija).  
2. **Prijava AKOS** – če ne pride do rešitve, lahko vložiš pritožbo pri Agenciji za komunikacijske storitve (AKOS).  
   - **Spletna prijava**: https://www.akos.si/  
   - **Telefon**: 01 210 00 00 (podatkovni center)  
3. **Zakon o telekomunikacijah** – AKOS lahko zahteva, da operater izpolni obveznost zagotavljanja širokopasovnih storitev na določenem območju.  
4. **Sodelovanje z lokalnimi skupnostmi** – včasih je koristno organizirati skupno zahtevo (npr. znotraj občine ali v skupini uporabnikov).

Če potrebuješ podrobnejše informacije ali pomoč pri pripravi pritožbe, se obrni na AKOS preko zgoraj omenjenih kanalov."
openai/gpt-oss-safeguard-20b,GOLD2-1474,Nedelovanje storitve,3.38,4.5,0.0,5.0,5.0,5.0,False,,1.369,424,False,storitev-ne-deluje-ali-ni-ustrezna,,Na kratko: Za prijavo izpada sem dolgo čakal v čakalni vrsti klicnega centra operaterja. Kako naj to uradno prijavim? Odgovori v 2 stavkih.,"Prijavite se na uradni portal AKOS in izpolnite obrazec za pritožbo, kjer navedete čas čakanja v čakalni vrsti klicnega centra. Če obrazec ne najdete, se obrnite na uradne kanale AKOS (e‑pošta ali telefonska številka), ki so navedeni na njihovi spletni strani."
openai/gpt-oss-safeguard-20b,GOLD2-1609,Nedelovanje storitve,4.37,4.5,3.33,4.96,5.0,5.0,False,,1.361,422,False,storitev-ne-deluje-ali-ni-ustrezna,,Za prijavo izpada sem dolgo čakal v čakalni vrsti klicnega centra operaterja. Kako naj to uradno prijavim?,"Za uradno prijavo izpada (dolgo čakanje v čakalni vrsti) uporabite portal AKOS:

1. Prijavite se na **https://akos.gov.si**.  
2. V meniju izberite **“Prijava izpada”** (ali “Prijava težave”).  
3. V obrazec vnesite:
   * datum in uro izpada,
   * številko klicnega zapisa (če jo imate),
   * opis situacije (dolgo čakanje v čakalni vrsti).

Po oddaji bo vaš zahtevek posredovan ustreznemu oddelku.  

Če obrazec ne najdete ali imate težave, se obrnite na uradne kanale:
* **E‑mail:** support@akos.gov.si  
* **Telefon:** +386 1 123 4567 (delovni čas 8:00–18:00)  

Če potrebujete dodatne informacije, obiščite tudi sekcijo *Pomoč* na spletni strani."
openai/gpt-oss-safeguard-20b,GOLD2-1423,Nedelovanje storitve,3.75,4.0,1.67,5.0,5.0,5.0,False,,1.767,769,False,storitev-ne-deluje-ali-ni-ustrezna,,"Ej, povej mi: Na naslovu stalnega prebivališča nimam mobilnega signala. Kako loh ukrepam? A se to da uredit?","Ne morem zagotoviti specifičnih informacij o mobilnem signalu na vašem naslovu.  
Za rešitev pomanjkljivega signala se obrnite na svojega mobilnega operaterja (preverite zemljevid pokritosti, razmislite o signalni pojačilni napravi ali Wi‑Fi klicanju).  

Če potrebujete dodatne informacije ali pomoč, se prosim obrnite na uradne kanale AKOS:  
- e‑mail: info@akos.si  
- telefon: +386 1 123 4567  
- spletna stran: www.akos.si."
